lat,long
52.11820295112252, 4.466840225740136
52.120670279997555, 4.464920638308192
52.121943179701994, 4.462207621404377
52.121943179701994, 4.461055868945211
52.121126013699225, 4.463308184865359
52.118155803381036, 4.46609798526645
52.117700039309064, 4.46548371728823
52.12170746027725, 4.460927896449747
52.12151888383985, 4.4598529274878596
52.11714997301617, 4.464997421805469
52.116867079136696, 4.464869449310006
52.120764570111255, 4.458547608034137
52.120230256829444, 4.457677395064989
52.11626985282871, 4.464331964829062
52.11575120243819, 4.463794480348118
52.119853090656335, 4.4571910995822295
52.11891016126029, 4.457114316084953
52.115719768887246, 4.462079648908915
52.11538971526415, 4.461055868945211
52.118721572987326, 4.456909560092211
52.1178100517531, 4.456474453607638
52.11383371526892, 4.460927896449747
52.113063553764434, 4.460595167961544
52.117370000347876, 4.454989972660267
52.11710282416094, 4.454350110182952
